"gene_id","gene_name","gene_biotype","baseMean","log2FoldChange","pvalue","padj","direction"
"ENSG00000149212","SESN3","protein_coding",823.318910603643,-1.21357243529561,0.00508000469324624,0.0310190640272495,"Higher_in_TNBC"
"ENSG00000163466","ARPC2","protein_coding",6000.37941970708,-0.782756145286345,0.00508935251054354,0.0310661537046679,"Higher_in_TNBC"
"ENSG00000138448","ITGAV","protein_coding",2624.39883499851,-0.616449108343584,0.00509644609216027,0.0310894671667599,"Higher_in_TNBC"
"ENSG00000128585","MKLN1","protein_coding",2302.50700386969,-0.554082213129373,0.00511326038802822,0.0311620073070141,"Higher_in_TNBC"
"ENSG00000108559","NUP88","protein_coding",1997.14628354574,-0.557069463446887,0.00511688448304404,0.0311640911908295,"Higher_in_TNBC"
"ENSG00000274209","ANTXRL","protein_coding",51.0412981872881,-2.21349749165396,0.00511531260275453,0.0311640911908295,"Higher_in_TNBC"
"ENSG00000169359","SLC33A1","protein_coding",1915.56537810225,-0.629366177705198,0.00512981467588861,0.0312228143253605,"Higher_in_TNBC"
"ENSG00000167721","TSR1","protein_coding",2203.42856754294,-0.671078048068006,0.00513656178641196,0.0312528951031688,"Higher_in_TNBC"
"ENSG00000184786","DYNLT2","protein_coding",96.7448663557673,-0.852661573701842,0.0051413398790047,0.0312528951031688,"Higher_in_TNBC"
"ENSG00000013573","DDX11","protein_coding",7028.80480957037,-0.915571150340785,0.00516367830216838,0.0313485457027422,"Higher_in_TNBC"
"ENSG00000103404","USP31","protein_coding",1062.57607713739,-0.809141416242086,0.00516287330480475,0.0313485457027422,"Higher_in_TNBC"
"ENSG00000197763","TXNRD3","protein_coding",200.969929264546,-0.86154974438789,0.00518556116490244,0.0314404145291314,"Higher_in_TNBC"
"ENSG00000125726","CD70","protein_coding",39.5856877650884,-1.6860708345445,0.00519262842944803,0.031443881975516,"Higher_in_TNBC"
"ENSG00000198431","TXNRD1","protein_coding",1097.22164067747,-1.07000324314648,0.00519142073150528,0.031443881975516,"Higher_in_TNBC"
"ENSG00000087470","DNM1L","protein_coding",3395.94781218804,-0.737966327752883,0.00523645203092293,0.0316789500054879,"Higher_in_TNBC"
"ENSG00000164176","EDIL3","protein_coding",587.513244765193,-1.94456480528441,0.00528596479350625,0.0319377891914361,"Higher_in_TNBC"
